1#99#2019-01-02#99#33050196000188#99#1#99#2#99#4#99#122#99#4#99#2006#99#33903943000000#99#0110000000000#99#O#99#2000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO FUNDO SOCIAL DE SOLIDARIEDADE
2#99#2019-01-02#99#33050196000188#99#2#99#1#99#4#99#122#99#5#99#2007#99#33903943000000#99#0110000000000#99#O#99#40000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ADMINISTRAÇÃO
3#99#2019-01-02#99#33050196000188#99#5#99#1#99#15#99#451#99#8#99#2010#99#33903943000000#99#0110000000000#99#O#99#11000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE OBRAS PUBLICAS E URBANISMO
4#99#2019-01-02#99#33050196000188#99#6#99#2#99#15#99#452#99#12#99#2014#99#33903943000000#99#0110000000000#99#O#99#1000000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE SERVIÇOS PUBLICOS
5#99#2019-01-02#99#33050196000188#99#7#99#4#99#12#99#306#99#18#99#2027#99#33903943000000#99#0110000000000#99#O#99#42000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ALIMENTAÇÃO ESCOLAR
6#99#2019-01-02#99#33050196000188#99#7#99#5#99#12#99#363#99#20#99#2033#99#33903943000000#99#0110000000000#99#O#99#23000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ENSINO PROFISSIONALIZANTE
7#99#2019-01-02#99#33050196000188#99#8#99#1#99#27#99#813#99#22#99#2042#99#33903943000000#99#0110000000000#99#O#99#53000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE CULTURA E TURISMO
8#99#2019-01-02#99#33050196000188#99#9#99#1#99#27#99#812#99#23#99#2043#99#33903943000000#99#0110000000000#99#O#99#26000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ESPORTES E LAZER
9#99#2019-01-02#99#33050196000188#99#11#99#2#99#8#99#243#99#33#99#2053#99#33903943000000#99#0110000000000#99#O#99#1800.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DO FUNDO MUNICIPAL DA CRIANÇA E DO ADOLESCENTE
10#99#2019-01-02#99#33050196000188#99#7#99#1#99#12#99#361#99#16#99#2019#99#33903943000000#99#0520000000023#99#O#99#51000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ENSINO FUNDAMENTAL
11#99#2019-01-02#99#33050196000188#99#7#99#2#99#12#99#365#99#16#99#2021#99#33903943000000#99#0520000000023#99#O#99#14000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE PRÉ ESCOLAS
12#99#2019-01-02#99#33050196000188#99#7#99#3#99#12#99#365#99#16#99#2022#99#33903943000000#99#0520000000023#99#O#99#15500.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE CRECHES
13#99#2019-01-02#99#33050196000188#99#10#99#1#99#10#99#301#99#24#99#2044#99#33903943000000#99#0131000000035#99#O#99#60000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE SAUDE
14#99#2019-01-02#99#33050196000188#99#11#99#1#99#8#99#244#99#32#99#2101#99#33903943000000#99#0550000950000#99#O#99#4000.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ASSISTENCIA SOCIAL - BLPSEAC FNAS
15#99#2019-01-02#99#33050196000188#99#11#99#1#99#8#99#242#99#32#99#2100#99#33903943000000#99#0550001000000#99#O#99#700.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ASSISTENCIA SOCIAL - BLPSEMC FNAS
16#99#2019-01-02#99#33050196000188#99#11#99#1#99#8#99#242#99#31#99#2097#99#33903943000000#99#0550001010000#99#O#99#1800.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ASSISTENCIA SOCIAL - BLPSB FNAS
17#99#2019-01-02#99#33050196000188#99#11#99#1#99#8#99#244#99#30#99#2050#99#33903943000000#99#0151000000040#99#O#99#8600.00#99#TAXA MENSAL DE ENERGIA ELETRICA DO DEPARTAMENTO DE ASSISTENCIA SOCIAL
18#99#2019-01-02#99#01325608000159#99#2#99#1#99#4#99#122#99#5#99#2007#99#33903963000000#99#0110000000000#99#O#99#299.80#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
19#99#2019-01-02#99#19607649000101#99#2#99#1#99#4#99#122#99#5#99#2007#99#33903963000000#99#0110000000000#99#O#99#386.40#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
20#99#2019-01-02#99#23267604000102#99#2#99#1#99#4#99#122#99#5#99#2007#99#33903963000000#99#0110000000000#99#O#99#839.30#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
21#99#2019-01-02#99#23267604000102#99#4#99#1#99#4#99#123#99#7#99#2009#99#33903963000000#99#0110000000000#99#O#99#1370.60#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
22#99#2019-01-02#99#01325608000159#99#6#99#1#99#18#99#541#99#11#99#2013#99#33903963000000#99#0110000000000#99#O#99#183.00#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
23#99#2019-01-02#99#23267604000102#99#6#99#1#99#18#99#541#99#11#99#2013#99#33903963000000#99#0110000000000#99#O#99#657.52#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
24#99#2019-01-02#99#01325608000159#99#6#99#3#99#15#99#452#99#13#99#2016#99#33903963000000#99#0145000000037#99#O#99#2085.60#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
25#99#2019-01-02#99#19607649000101#99#7#99#1#99#12#99#361#99#16#99#2019#99#33903963000000#99#0520000000023#99#O#99#240.30#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
26#99#2019-01-02#99#19607649000101#99#7#99#2#99#12#99#365#99#16#99#2021#99#33903963000000#99#0520000000023#99#O#99#16500.00#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
27#99#2019-01-02#99#19607649000101#99#10#99#1#99#10#99#301#99#24#99#2044#99#33903963000000#99#0131000000035#99#O#99#4706.54#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
28#99#2019-01-02#99#23267604000102#99#10#99#1#99#10#99#301#99#24#99#2044#99#33903963000000#99#0131000000035#99#O#99#10716.13#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
29#99#2019-01-02#99#19607649000101#99#11#99#1#99#8#99#244#99#31#99#2051#99#33903963000000#99#0250000020002#99#O#99#23.10#99#REFERENTE A PRESTAÇÃO DE SERVIÇOS DE COFECÇÃO DE IMPRESSOS, DIAGRAMAÇÃO, IMPRESSÃO E ENCADERNAÇÃO   (Licitação Nº : 34/2018-PR)
